Degree,Specialization,CGPA,JobRole,Programming,Internship,Projects,Certification,ProblemSolving
MBA,Software Engineering,8.08,Software Developer,Java,Yes,2,Yes,Medium
MBA,CSE,8.51,Software Developer,Java,Yes,4,No,High
BBA,Information Security,7.54,Cyber Security Analyst,Python,Yes,2,No,Medium
M.Tech,IT,7.01,Support Engineer,Python,No,2,Yes,Medium
M.Sc,CSE,8.66,Software Developer,C++,Yes,3,Yes,High
M.Sc,CSE,9.56,Software Developer,C++,Yes,5,No,High
BBA,Software Engineering,8.95,Software Developer,Java,Yes,3,No,High
M.Sc,Electronics,9.82,Cloud Engineer,Java,Yes,5,No,High
MCA,Business Analytics,6.95,Business Analyst,Python,No,0,Yes,Low
M.Sc,Finance,7.5,Business Analyst,C++,Yes,3,No,Medium
M.Tech,AI,6.78,Data Scientist,Python,No,0,Yes,Low
MCA,IT,8.22,Cloud Engineer,Python,Yes,3,Yes,Medium
B.Sc,CSE,9.64,Software Developer,Java,Yes,4,No,High
B.Sc,Business Analytics,6.3,Business Analyst,C++,No,1,Yes,Low
MCA,Data Science,6.14,Business Analyst,Python,No,0,Yes,Low
MBA,IT,6.66,Support Engineer,Java,No,1,No,Low
BCA,Finance,6.45,Business Analyst,Python,No,1,Yes,Low
MBA,IT,9.3,Cloud Engineer,C++,Yes,4,No,High
BCA,Electronics,6.2,Support Engineer,C++,No,1,No,Low
M.Sc,AI,6.85,Data Scientist,Python,No,1,Yes,Low
M.Tech,AI,8.07,AI Engineer,Python,Yes,2,Yes,Medium
MBA,Machine Learning,7.89,Data Scientist,Python,Yes,2,Yes,Medium
BCA,Information Security,8.12,Cyber Security Analyst,Python,Yes,3,No,Medium
MCA,Business Analytics,9.05,Business Analyst,Java,Yes,3,Yes,High
M.Sc,Machine Learning,9.21,AI Engineer,Python,Yes,3,Yes,High
MCA,Cyber Security,6.15,Support Engineer,Python,No,0,Yes,Low
MBA,IT,6.43,Support Engineer,C++,No,0,No,Low
MCA,Business Analytics,6.5,Business Analyst,Python,No,1,No,Low
M.Sc,Cyber Security,8.74,Cyber Security Analyst,Python,Yes,4,Yes,High
BBA,Cyber Security,8.81,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Information Security,7.1,Cyber Security Analyst,Python,No,2,No,Medium
BBA,IT,9.9,Cloud Engineer,C++,Yes,5,Yes,High
B.Sc,Information Security,6.19,Support Engineer,Python,No,0,No,Low
M.Tech,Data Science,8.35,Data Scientist,Python,Yes,2,Yes,Medium
BCA,Electronics,8.17,Support Engineer,Java,Yes,2,Yes,Medium
B.Tech,Information Security,9.88,Cyber Security Analyst,Python,Yes,3,No,High
M.Tech,Cyber Security,7.16,Cyber Security Analyst,Python,No,2,Yes,Medium
MCA,Machine Learning,7.86,Data Scientist,Python,Yes,3,Yes,Medium
B.Sc,Finance,6.12,Business Analyst,Java,No,0,Yes,Low
MCA,Electronics,9.9,Cloud Engineer,Python,Yes,3,No,High
BCA,Finance,6.01,Business Analyst,Python,No,0,Yes,Low
MBA,Finance,8.61,Business Analyst,C++,Yes,3,Yes,High
MCA,Software Engineering,7.14,DevOps Engineer,Java,No,2,Yes,Medium
B.Sc,Software Engineering,6.73,DevOps Engineer,Java,No,0,No,Low
BBA,Information Security,6.73,Support Engineer,Python,No,1,No,Low
B.Sc,Cyber Security,6.38,Support Engineer,Python,No,0,Yes,Low
BBA,AI,9.11,AI Engineer,Python,Yes,5,Yes,High
BCA,Machine Learning,7.04,Data Scientist,Python,No,2,Yes,Medium
MBA,AI,6.53,Data Scientist,Python,No,1,Yes,Low
B.Sc,Cyber Security,6.73,Support Engineer,Python,No,1,Yes,Low
B.Sc,CSE,6.01,DevOps Engineer,Python,No,0,Yes,Low
B.Sc,Business Analytics,6.01,Business Analyst,C++,No,0,No,Low
BBA,Cyber Security,8.24,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MCA,IT,8.68,Cloud Engineer,C++,Yes,4,No,High
BCA,Cyber Security,9.28,Cyber Security Analyst,Python,Yes,4,Yes,High
BBA,Data Science,9.47,Data Scientist,Python,Yes,3,Yes,High
B.Tech,Finance,9.61,Business Analyst,Python,Yes,5,Yes,High
BCA,CSE,8.53,Software Developer,Python,Yes,3,Yes,High
BBA,Finance,7.19,Business Analyst,C++,No,3,Yes,Medium
B.Sc,CSE,6.2,DevOps Engineer,C++,No,0,No,Low
B.Tech,Cyber Security,8.86,Cyber Security Analyst,Python,Yes,3,Yes,High
B.Tech,Business Analytics,8.85,Business Analyst,Python,Yes,5,Yes,High
MBA,Cyber Security,9.68,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Machine Learning,8.79,AI Engineer,Python,Yes,3,Yes,High
M.Tech,Data Science,8.36,Data Scientist,Python,Yes,3,Yes,Medium
MBA,Finance,8.1,Business Analyst,C++,Yes,2,Yes,Medium
B.Sc,Information Security,8.84,Cyber Security Analyst,Python,Yes,3,Yes,High
M.Sc,Cyber Security,6.05,Support Engineer,Python,No,0,Yes,Low
BBA,Software Engineering,9.39,Software Developer,Java,Yes,4,No,High
M.Tech,Information Security,7.31,Cyber Security Analyst,Python,No,3,No,Medium
B.Tech,CSE,9.42,Software Developer,C++,Yes,3,Yes,High
M.Tech,Finance,6.66,Business Analyst,Java,No,0,Yes,Low
B.Sc,IT,9.23,Cloud Engineer,Java,Yes,3,Yes,High
BBA,Electronics,6.06,Support Engineer,Python,No,1,No,Low
BBA,Electronics,6.81,Support Engineer,Java,No,1,No,Low
M.Sc,Software Engineering,7.98,Software Developer,Java,Yes,3,No,Medium
BCA,Information Security,6.55,Support Engineer,Python,No,1,Yes,Low
M.Tech,Finance,8.07,Business Analyst,Python,Yes,3,Yes,Medium
MCA,IT,7.14,Support Engineer,Python,No,3,Yes,Medium
MCA,Software Engineering,6.69,DevOps Engineer,Java,No,1,Yes,Low
MBA,IT,6.44,Support Engineer,C++,No,0,No,Low
BBA,Cyber Security,9.51,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Sc,AI,6.03,Data Scientist,Python,No,1,Yes,Low
MBA,Business Analytics,7.14,Business Analyst,Python,No,3,No,Medium
M.Sc,Business Analytics,8.27,Business Analyst,Python,Yes,2,No,Medium
MCA,Business Analytics,9.71,Business Analyst,C++,Yes,3,Yes,High
M.Sc,Electronics,7.82,Support Engineer,Python,Yes,3,Yes,Medium
B.Sc,IT,9.72,Cloud Engineer,Java,Yes,3,Yes,High
BCA,AI,7.74,Data Scientist,Python,Yes,3,Yes,Medium
BBA,IT,8.06,Cloud Engineer,Python,Yes,3,Yes,Medium
MBA,Information Security,7.39,Cyber Security Analyst,Python,No,3,Yes,Medium
B.Tech,CSE,9.87,Software Developer,C++,Yes,3,No,High
BCA,Electronics,6.74,Support Engineer,Java,No,1,No,Low
BCA,Data Science,9.2,Data Scientist,Python,Yes,5,Yes,High
M.Tech,CSE,7.32,DevOps Engineer,C++,No,2,Yes,Medium
M.Tech,IT,9.1,Cloud Engineer,Python,Yes,5,Yes,High
BBA,Software Engineering,6.11,DevOps Engineer,Java,No,0,No,Low
BBA,Software Engineering,9.99,Software Developer,Java,Yes,3,No,High
BCA,Machine Learning,9.65,AI Engineer,Python,Yes,5,Yes,High
B.Sc,Finance,9.56,Business Analyst,Python,Yes,3,No,High
MCA,Business Analytics,7.4,Business Analyst,Python,No,3,Yes,Medium
BBA,Electronics,7.34,Support Engineer,Java,No,3,No,Medium
B.Tech,Cyber Security,7.52,Cyber Security Analyst,Python,Yes,3,Yes,Medium
BCA,Information Security,9.12,Cyber Security Analyst,Python,Yes,5,No,High
B.Tech,Cyber Security,9.61,Cyber Security Analyst,Python,Yes,4,Yes,High
MBA,Business Analytics,8.08,Business Analyst,Java,Yes,3,No,Medium
M.Tech,Business Analytics,6.41,Business Analyst,C++,No,1,No,Low
B.Sc,AI,9.07,AI Engineer,Python,Yes,4,Yes,High
BCA,CSE,8.99,Software Developer,Java,Yes,3,Yes,High
M.Tech,IT,8.31,Cloud Engineer,C++,Yes,3,No,Medium
B.Sc,IT,9.18,Cloud Engineer,Python,Yes,3,Yes,High
BBA,Cyber Security,7.23,Cyber Security Analyst,Python,No,3,Yes,Medium
B.Sc,Machine Learning,8.72,AI Engineer,Python,Yes,3,Yes,High
BCA,Cyber Security,7.67,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,Business Analytics,9.33,Business Analyst,Python,Yes,3,No,High
B.Tech,Information Security,9.88,Cyber Security Analyst,Python,Yes,4,No,High
BBA,IT,6.78,Support Engineer,Java,No,0,No,Low
BBA,AI,6.67,Data Scientist,Python,No,1,Yes,Low
MBA,Machine Learning,6.64,Data Scientist,Python,No,0,Yes,Low
M.Tech,Business Analytics,8.15,Business Analyst,Python,Yes,2,Yes,Medium
B.Sc,Electronics,6.2,Support Engineer,Python,No,0,Yes,Low
B.Tech,Electronics,9.02,Cloud Engineer,Java,Yes,5,Yes,High
M.Sc,Data Science,9.86,Data Scientist,Python,Yes,4,Yes,High
M.Tech,Business Analytics,7.46,Business Analyst,Python,No,2,No,Medium
M.Sc,Electronics,7.19,Support Engineer,C++,No,2,Yes,Medium
M.Sc,Machine Learning,8.91,AI Engineer,Python,Yes,3,Yes,High
MCA,Information Security,6.74,Support Engineer,Python,No,1,No,Low
B.Sc,IT,6.29,Support Engineer,Python,No,0,Yes,Low
MCA,Data Science,8.14,Data Scientist,Python,Yes,3,Yes,Medium
B.Sc,Software Engineering,6.6,DevOps Engineer,Java,No,1,Yes,Low
M.Sc,Software Engineering,7.82,Software Developer,Java,Yes,2,No,Medium
B.Tech,CSE,6.47,DevOps Engineer,C++,No,1,No,Low
MBA,Cyber Security,8.83,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Tech,AI,6.97,Data Scientist,Python,No,0,Yes,Low
B.Tech,Electronics,6.02,Support Engineer,C++,No,1,No,Low
BCA,Electronics,6.79,Support Engineer,Python,No,1,Yes,Low
B.Sc,Business Analytics,9.65,Business Analyst,Python,Yes,3,No,High
MBA,Electronics,7.16,Support Engineer,C++,No,3,Yes,Medium
B.Sc,Business Analytics,7.27,Business Analyst,Python,No,3,Yes,Medium
B.Tech,Machine Learning,6.67,Data Scientist,Python,No,0,Yes,Low
BCA,Machine Learning,6.59,Data Scientist,Python,No,1,Yes,Low
B.Sc,Cyber Security,9.69,Cyber Security Analyst,Python,Yes,3,Yes,High
MCA,Software Engineering,8.74,Software Developer,Java,Yes,3,Yes,High
BCA,Information Security,9.42,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Tech,AI,9.47,AI Engineer,Python,Yes,5,Yes,High
MBA,Finance,9.18,Business Analyst,Python,Yes,4,Yes,High
B.Tech,Electronics,8.47,Support Engineer,Python,Yes,3,No,Medium
MBA,IT,6.73,Support Engineer,C++,No,1,Yes,Low
B.Tech,IT,8.8,Cloud Engineer,Python,Yes,5,No,High
MBA,Business Analytics,7.88,Business Analyst,C++,Yes,3,No,Medium
B.Tech,Cyber Security,7.14,Cyber Security Analyst,Python,No,3,Yes,Medium
BCA,CSE,6.82,DevOps Engineer,Java,No,1,Yes,Low
M.Tech,Software Engineering,6.59,DevOps Engineer,Java,No,0,Yes,Low
BCA,AI,9.9,AI Engineer,Python,Yes,4,Yes,High
M.Tech,Cyber Security,7.58,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,Machine Learning,9.11,AI Engineer,Python,Yes,3,Yes,High
MBA,Software Engineering,6.47,DevOps Engineer,Java,No,0,Yes,Low
MBA,Software Engineering,7.38,DevOps Engineer,Java,No,2,Yes,Medium
B.Tech,IT,7.79,Support Engineer,C++,Yes,3,Yes,Medium
M.Tech,IT,6.93,Support Engineer,Java,No,0,Yes,Low
MCA,Machine Learning,7.9,Data Scientist,Python,Yes,3,Yes,Medium
B.Tech,Software Engineering,9.54,Software Developer,Java,Yes,5,No,High
BCA,Software Engineering,9.89,Software Developer,Java,Yes,4,No,High
BCA,CSE,6.31,DevOps Engineer,C++,No,1,Yes,Low
BBA,Electronics,6.67,Support Engineer,Python,No,0,No,Low
MCA,Software Engineering,7.94,Software Developer,Java,Yes,3,No,Medium
MBA,IT,8.55,Cloud Engineer,C++,Yes,4,No,High
B.Tech,AI,9.77,AI Engineer,Python,Yes,4,Yes,High
B.Sc,Finance,6.13,Business Analyst,C++,No,0,Yes,Low
BBA,Business Analytics,6.55,Business Analyst,C++,No,1,No,Low
BCA,Software Engineering,6.2,DevOps Engineer,Java,No,0,Yes,Low
M.Sc,Business Analytics,6.33,Business Analyst,Java,No,1,No,Low
BCA,AI,8.42,AI Engineer,Python,Yes,3,Yes,Medium
M.Sc,Information Security,9.5,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Software Engineering,6.15,DevOps Engineer,Java,No,1,No,Low
B.Tech,Electronics,7.33,Support Engineer,Java,No,2,No,Medium
B.Sc,IT,6.39,Support Engineer,C++,No,1,No,Low
BCA,Finance,9.01,Business Analyst,Java,Yes,4,Yes,High
MBA,Finance,7.79,Business Analyst,Python,Yes,2,No,Medium
BCA,IT,9.67,Cloud Engineer,Java,Yes,4,Yes,High
M.Tech,Business Analytics,7.98,Business Analyst,C++,Yes,2,No,Medium
BBA,Software Engineering,7.15,DevOps Engineer,Java,No,3,No,Medium
BCA,Business Analytics,7.61,Business Analyst,C++,Yes,3,No,Medium
B.Tech,Electronics,6.03,Support Engineer,C++,No,1,Yes,Low
MCA,CSE,8.85,Software Developer,C++,Yes,4,No,High
B.Sc,Electronics,9.32,Cloud Engineer,Python,Yes,4,Yes,High
M.Sc,Software Engineering,7.07,DevOps Engineer,Java,No,3,Yes,Medium
MBA,Information Security,6.18,Support Engineer,Python,No,0,No,Low
B.Tech,Finance,8.42,Business Analyst,Java,Yes,3,No,Medium
M.Tech,Software Engineering,7.63,Software Developer,Java,Yes,3,Yes,Medium
MCA,Finance,8.02,Business Analyst,Python,Yes,2,No,Medium
BBA,Data Science,6.28,Business Analyst,Python,No,1,Yes,Low
B.Sc,Cyber Security,7.04,Cyber Security Analyst,Python,No,2,Yes,Medium
MBA,IT,7.04,Support Engineer,Java,No,2,Yes,Medium
M.Sc,Cyber Security,6.45,Support Engineer,Python,No,0,Yes,Low
M.Sc,Business Analytics,9.04,Business Analyst,Java,Yes,4,Yes,High
MBA,Machine Learning,9.01,AI Engineer,Python,Yes,3,Yes,High
BBA,IT,9.62,Cloud Engineer,Python,Yes,4,No,High
MCA,Machine Learning,7.38,Data Scientist,Python,No,3,Yes,Medium
MCA,Electronics,9.43,Cloud Engineer,C++,Yes,5,Yes,High
M.Tech,IT,9.2,Cloud Engineer,C++,Yes,3,Yes,High
BBA,Cyber Security,8.84,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Finance,7.26,Business Analyst,C++,No,3,Yes,Medium
B.Tech,Information Security,9.52,Cyber Security Analyst,Python,Yes,5,No,High
M.Sc,Information Security,8.59,Cyber Security Analyst,Python,Yes,3,Yes,High
BCA,Machine Learning,7.03,Data Scientist,Python,No,3,Yes,Medium
B.Sc,Business Analytics,6.06,Business Analyst,C++,No,1,Yes,Low
BBA,Cyber Security,6.07,Support Engineer,Python,No,1,Yes,Low
B.Tech,Cyber Security,6.69,Support Engineer,Python,No,1,Yes,Low
M.Tech,Cyber Security,9.63,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Tech,Information Security,7.77,Cyber Security Analyst,Python,Yes,3,No,Medium
M.Tech,Software Engineering,7.36,DevOps Engineer,Java,No,2,Yes,Medium
M.Sc,Data Science,6.26,Business Analyst,Python,No,0,Yes,Low
MCA,CSE,8.37,DevOps Engineer,Python,Yes,3,Yes,Medium
MBA,Data Science,6.12,Business Analyst,Python,No,0,Yes,Low
B.Sc,Finance,9.87,Business Analyst,C++,Yes,4,Yes,High
B.Tech,CSE,7.43,DevOps Engineer,C++,No,2,Yes,Medium
M.Sc,Data Science,7.51,Business Analyst,Python,Yes,3,Yes,Medium
B.Tech,Machine Learning,6.52,Data Scientist,Python,No,0,Yes,Low
M.Tech,Data Science,8.36,Data Scientist,Python,Yes,3,Yes,Medium
B.Sc,CSE,7.24,DevOps Engineer,Java,No,2,Yes,Medium
MCA,Machine Learning,6.75,Data Scientist,Python,No,1,Yes,Low
M.Sc,Data Science,7.85,Business Analyst,Python,Yes,3,Yes,Medium
M.Tech,Cyber Security,7.07,Cyber Security Analyst,Python,No,2,Yes,Medium
MCA,CSE,9.86,Software Developer,Python,Yes,5,Yes,High
MCA,Information Security,8.98,Cyber Security Analyst,Python,Yes,4,No,High
BBA,Information Security,7.62,Cyber Security Analyst,Python,Yes,2,Yes,Medium
M.Tech,Finance,6.34,Business Analyst,C++,No,1,No,Low
M.Sc,AI,8.23,AI Engineer,Python,Yes,2,Yes,Medium
MBA,CSE,7.39,DevOps Engineer,Python,No,2,No,Medium
MCA,Business Analytics,9.14,Business Analyst,Python,Yes,4,No,High
M.Sc,Finance,9.84,Business Analyst,Python,Yes,5,Yes,High
MBA,CSE,9.44,Software Developer,Python,Yes,4,No,High
BCA,IT,6.68,Support Engineer,C++,No,1,No,Low
B.Tech,Finance,9.76,Business Analyst,Python,Yes,4,Yes,High
M.Tech,IT,7.32,Support Engineer,C++,No,3,No,Medium
M.Tech,CSE,9.42,Software Developer,C++,Yes,3,Yes,High
MBA,IT,8.7,Cloud Engineer,C++,Yes,3,Yes,High
M.Sc,Information Security,9.66,Cyber Security Analyst,Python,Yes,4,Yes,High
BCA,Finance,9.42,Business Analyst,C++,Yes,4,No,High
BCA,Business Analytics,9.65,Business Analyst,C++,Yes,5,No,High
B.Tech,Data Science,9.94,Data Scientist,Python,Yes,5,Yes,High
BCA,IT,8.22,Cloud Engineer,Python,Yes,3,No,Medium
M.Sc,Business Analytics,8.2,Business Analyst,Python,Yes,3,Yes,Medium
B.Sc,AI,9.5,AI Engineer,Python,Yes,5,Yes,High
B.Tech,AI,6.99,Data Scientist,Python,No,1,Yes,Low
M.Tech,AI,9.73,AI Engineer,Python,Yes,4,Yes,High
B.Tech,Data Science,7.25,Business Analyst,Python,No,2,Yes,Medium
BCA,IT,7.5,Support Engineer,Java,Yes,3,No,Medium
MCA,IT,9.67,Cloud Engineer,Java,Yes,4,No,High
BBA,Machine Learning,8.36,AI Engineer,Python,Yes,3,Yes,Medium
MCA,Business Analytics,8.43,Business Analyst,Java,Yes,3,No,Medium
MBA,AI,8.36,AI Engineer,Python,Yes,2,Yes,Medium
MCA,Information Security,6.0,Support Engineer,Python,No,1,No,Low
BCA,Finance,6.03,Business Analyst,C++,No,0,Yes,Low
MCA,Cyber Security,9.02,Cyber Security Analyst,Python,Yes,4,Yes,High
MBA,Software Engineering,7.55,Software Developer,Java,Yes,2,Yes,Medium
B.Sc,Business Analytics,6.26,Business Analyst,Java,No,0,Yes,Low
M.Tech,Cyber Security,7.83,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MBA,Information Security,6.43,Support Engineer,Python,No,0,Yes,Low
B.Sc,IT,8.24,Cloud Engineer,Python,Yes,2,Yes,Medium
M.Sc,CSE,7.29,DevOps Engineer,Python,No,3,Yes,Medium
BCA,Data Science,7.76,Business Analyst,Python,Yes,3,Yes,Medium
B.Tech,Information Security,8.71,Cyber Security Analyst,Python,Yes,3,Yes,High
B.Sc,Electronics,7.31,Support Engineer,Java,No,2,Yes,Medium
BCA,Finance,7.8,Business Analyst,Python,Yes,2,No,Medium
M.Sc,Information Security,7.74,Cyber Security Analyst,Python,Yes,3,No,Medium
B.Tech,Machine Learning,6.89,Data Scientist,Python,No,1,Yes,Low
BBA,Machine Learning,7.08,Data Scientist,Python,No,3,Yes,Medium
B.Tech,Business Analytics,7.05,Business Analyst,C++,No,3,No,Medium
B.Sc,AI,7.17,Data Scientist,Python,No,2,Yes,Medium
M.Sc,Software Engineering,7.8,Software Developer,Java,Yes,3,No,Medium
B.Sc,Cyber Security,6.12,Support Engineer,Python,No,1,Yes,Low
M.Tech,Information Security,7.63,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Sc,Data Science,7.01,Business Analyst,Python,No,2,Yes,Medium
BBA,Business Analytics,8.18,Business Analyst,C++,Yes,3,Yes,Medium
B.Tech,AI,6.37,Data Scientist,Python,No,1,Yes,Low
B.Tech,IT,6.06,Support Engineer,Java,No,0,Yes,Low
MCA,Cyber Security,9.74,Cyber Security Analyst,Python,Yes,4,Yes,High
MCA,Machine Learning,7.12,Data Scientist,Python,No,2,Yes,Medium
MCA,IT,9.05,Cloud Engineer,Python,Yes,3,Yes,High
B.Sc,Data Science,6.16,Business Analyst,Python,No,0,Yes,Low
M.Tech,Machine Learning,10.0,AI Engineer,Python,Yes,3,Yes,High
M.Sc,CSE,7.29,DevOps Engineer,Python,No,3,No,Medium
MBA,Finance,6.15,Business Analyst,Java,No,1,No,Low
MCA,IT,7.04,Support Engineer,Python,No,2,No,Medium
M.Tech,Machine Learning,9.33,AI Engineer,Python,Yes,3,Yes,High
B.Tech,Information Security,7.88,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MCA,Machine Learning,8.39,AI Engineer,Python,Yes,2,Yes,Medium
M.Sc,Finance,9.8,Business Analyst,Java,Yes,3,Yes,High
M.Sc,Information Security,10.0,Cyber Security Analyst,Python,Yes,3,Yes,High
M.Tech,Information Security,7.93,Cyber Security Analyst,Python,Yes,3,No,Medium
MBA,AI,6.83,Data Scientist,Python,No,1,Yes,Low
M.Sc,Finance,6.09,Business Analyst,Python,No,0,Yes,Low
BCA,Machine Learning,8.94,AI Engineer,Python,Yes,4,Yes,High
B.Tech,CSE,7.05,DevOps Engineer,Java,No,3,Yes,Medium
M.Sc,Finance,7.07,Business Analyst,Python,No,2,Yes,Medium
MBA,CSE,6.72,DevOps Engineer,Python,No,1,No,Low
B.Tech,Machine Learning,7.91,Data Scientist,Python,Yes,3,Yes,Medium
BBA,Cyber Security,6.65,Support Engineer,Python,No,0,Yes,Low
MCA,Information Security,8.53,Cyber Security Analyst,Python,Yes,4,No,High
M.Sc,CSE,6.71,DevOps Engineer,Python,No,1,Yes,Low
MBA,Electronics,6.04,Support Engineer,Python,No,1,No,Low
BBA,Machine Learning,6.76,Data Scientist,Python,No,1,Yes,Low
B.Sc,IT,9.97,Cloud Engineer,Python,Yes,5,No,High
B.Sc,Information Security,9.8,Cyber Security Analyst,Python,Yes,5,Yes,High
BCA,Finance,6.65,Business Analyst,Java,No,0,Yes,Low
B.Sc,Electronics,9.78,Cloud Engineer,Python,Yes,5,Yes,High
M.Tech,Electronics,7.66,Support Engineer,Java,Yes,3,No,Medium
BCA,Data Science,9.68,Data Scientist,Python,Yes,5,Yes,High
MCA,Cyber Security,7.21,Cyber Security Analyst,Python,No,3,Yes,Medium
BCA,Business Analytics,6.77,Business Analyst,C++,No,1,No,Low
MBA,IT,8.67,Cloud Engineer,Python,Yes,3,Yes,High
M.Sc,IT,7.41,Support Engineer,Python,No,3,Yes,Medium
B.Sc,Electronics,7.04,Support Engineer,C++,No,2,Yes,Medium
BCA,Data Science,6.23,Business Analyst,Python,No,0,Yes,Low
BCA,Electronics,6.08,Support Engineer,C++,No,0,Yes,Low
BBA,CSE,8.88,Software Developer,C++,Yes,3,No,High
M.Sc,Cyber Security,7.54,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MCA,Machine Learning,7.02,Data Scientist,Python,No,3,Yes,Medium
MCA,AI,9.3,AI Engineer,Python,Yes,5,Yes,High
MBA,Electronics,9.99,Cloud Engineer,Java,Yes,3,Yes,High
MCA,IT,8.43,Cloud Engineer,Python,Yes,2,Yes,Medium
B.Sc,Business Analytics,8.83,Business Analyst,Java,Yes,3,No,High
MCA,Finance,6.31,Business Analyst,Java,No,0,No,Low
M.Tech,Electronics,9.64,Cloud Engineer,Python,Yes,3,Yes,High
BBA,Machine Learning,8.2,AI Engineer,Python,Yes,3,Yes,Medium
BCA,Electronics,8.79,Support Engineer,Java,Yes,4,Yes,High
B.Tech,Machine Learning,6.96,Data Scientist,Python,No,1,Yes,Low
B.Tech,Business Analytics,8.23,Business Analyst,Java,Yes,3,Yes,Medium
B.Sc,Machine Learning,9.08,AI Engineer,Python,Yes,4,Yes,High
MCA,Cyber Security,9.87,Cyber Security Analyst,Python,Yes,4,Yes,High
MCA,Software Engineering,6.22,DevOps Engineer,Java,No,0,Yes,Low
B.Sc,CSE,6.58,DevOps Engineer,Java,No,0,Yes,Low
M.Tech,Electronics,9.01,Cloud Engineer,Python,Yes,5,Yes,High
MBA,IT,9.61,Cloud Engineer,C++,Yes,4,Yes,High
M.Sc,AI,7.86,AI Engineer,Python,Yes,3,Yes,Medium
B.Tech,Machine Learning,7.91,Data Scientist,Python,Yes,2,Yes,Medium
BCA,Electronics,8.42,Support Engineer,Java,Yes,2,Yes,Medium
M.Sc,Electronics,6.42,Support Engineer,C++,No,0,No,Low
MBA,CSE,8.9,Software Developer,Python,Yes,3,Yes,High
BCA,IT,8.08,Cloud Engineer,C++,Yes,2,Yes,Medium
B.Tech,Software Engineering,9.82,Software Developer,Java,Yes,4,Yes,High
M.Tech,AI,6.49,Data Scientist,Python,No,1,Yes,Low
M.Tech,Software Engineering,9.91,Software Developer,Java,Yes,5,Yes,High
M.Tech,Electronics,8.08,Support Engineer,Java,Yes,3,No,Medium
B.Tech,AI,9.41,AI Engineer,Python,Yes,3,Yes,High
MCA,Data Science,7.59,Business Analyst,Python,Yes,3,Yes,Medium
M.Sc,Finance,7.36,Business Analyst,C++,No,3,Yes,Medium
M.Tech,Data Science,8.6,Data Scientist,Python,Yes,4,Yes,High
MBA,Finance,6.11,Business Analyst,C++,No,0,Yes,Low
MBA,AI,7.18,Data Scientist,Python,No,2,Yes,Medium
M.Sc,Data Science,7.42,Business Analyst,Python,No,2,Yes,Medium
BCA,Software Engineering,9.65,Software Developer,Java,Yes,4,Yes,High
M.Tech,Business Analytics,8.23,Business Analyst,C++,Yes,2,Yes,Medium
MBA,CSE,7.54,DevOps Engineer,Python,Yes,3,Yes,Medium
BBA,Software Engineering,7.59,Software Developer,Java,Yes,2,Yes,Medium
BBA,Information Security,7.34,Cyber Security Analyst,Python,No,3,No,Medium
B.Sc,Electronics,6.54,Support Engineer,C++,No,0,Yes,Low
BBA,Software Engineering,9.43,Software Developer,Java,Yes,3,Yes,High
M.Tech,Business Analytics,7.38,Business Analyst,Python,No,3,No,Medium
M.Tech,Business Analytics,6.12,Business Analyst,C++,No,0,No,Low
B.Sc,Electronics,8.73,Support Engineer,Python,Yes,3,No,High
BCA,Finance,9.69,Business Analyst,Python,Yes,4,No,High
BCA,Machine Learning,8.72,AI Engineer,Python,Yes,4,Yes,High
M.Tech,AI,8.54,AI Engineer,Python,Yes,3,Yes,High
MBA,CSE,6.92,DevOps Engineer,Java,No,0,No,Low
B.Sc,Finance,7.27,Business Analyst,C++,No,3,Yes,Medium
B.Sc,IT,7.43,Support Engineer,C++,No,2,No,Medium
MCA,Data Science,7.96,Business Analyst,Python,Yes,3,Yes,Medium
